phone_number,email,credit_score,age_group,family_background,income,property_type,budget,preferred_location,comments,lead_intent
+91-3381074170,xvargas@example.com,531,36-50,Single,635102,Apartment,740551,Jaipur,Visit after 2 weeks,1
+91-7059431874,nlopez@example.com,752,36-50,Single,1802470,Apartment,2567866,Mumbai,Please send details,1
+91-846448478,russellnicholas@example.com,703,18-25,Married,1930101,Villa,2222783,Chennai,Finalizing options this week,1
+91-4193952271,mark69@example.com,641,36-50,Married,1341860,Villa,1387968,Delhi,Immediate possession preferred,1
+91-5465715540,brownjennifer@example.org,639,51+,Married,947789,Villa,1324203,Mumbai,Need loan info,1
+91-1287811397,lchan@example.com,593,36-50,Single,786138,Apartment,2256483,Chennai,Urgent visit required,1
+91-9708526835,michaelskinner@example.org,623,26-35,Single,1247718,Villa,869474,Ahmedabad,Urgent visit required,1
+91-4113393607,rosaleslauren@example.net,357,18-25,Married with Kids,1809111,Villa,885725,Jaipur,Not now,0
+91-488012783,kathrynhuffman@example.net,587,26-35,Married with Kids,613008,Commercial,669690,Ahmedabad,Looking to move soon,1
+91-5349037858,umaddox@example.org,626,18-25,Married,1955398,Villa,769728,Hyderabad,Urgent visit required,1
+91-6565584976,garciamark@example.com,742,26-35,Married with Kids,1366287,Commercial,1676202,Surat,Need loan info,1
+91-5105222165,dwood@example.net,578,26-35,Married with Kids,566261,Commercial,1742773,Pune,Looking to move soon,0
+91-6064649378,patrickturner@example.com,538,51+,Single,1902424,Commercial,681374,Chennai,Please send details,1
+91-8197337992,robert20@example.org,472,26-35,Married with Kids,1111805,Apartment,2589088,Pune,Interested in investment,0
+91-4129667440,matthewking@example.com,326,26-35,Married with Kids,878321,Plot,1917172,Bangalore,Finalizing options this week,1
+91-2988294613,elizabethhudson@example.org,326,51+,Single,1474921,Plot,2170988,Jaipur,Not now,0
+91-3694086231,ssanchez@example.org,738,51+,Single,1899074,Commercial,1080272,Mumbai,Not now,1
+91-5481215072,zgentry@example.net,743,51+,Single,1825911,Apartment,660508,Ahmedabad,Finalizing options this week,1
+91-8271755393,thomas00@example.com,318,26-35,Married,540842,Plot,1786060,Noida,Immediate possession preferred,0
+91-3399078604,williamsbelinda@example.com,795,51+,Married with Kids,1111507,Villa,1296561,Hyderabad,Immediate possession preferred,1
+91-4760351783,matthewjones@example.net,546,36-50,Single,1371612,Commercial,2692991,Noida,Need loan info,0
+91-8956757621,aaronjackson@example.com,557,36-50,Married with Kids,292304,Commercial,1617396,Pune,Not now,0
+91-2719178124,emorgan@example.com,469,18-25,Single,851228,Plot,2340643,Bangalore,Budget issue,0
+91-2210170160,ryan18@example.net,420,36-50,Single,631793,Apartment,2216192,Ahmedabad,Looking to move soon,1
+91-5737114531,leeemily@example.com,582,26-35,Married with Kids,413747,Apartment,2897268,Chennai,Call me ASAP,0
+91-5978876884,taylormatthew@example.net,782,26-35,Married with Kids,342402,Villa,2556426,Bangalore,Budget issue,0
+91-4584177692,uhorton@example.net,698,26-35,Married with Kids,1278336,Plot,1059404,Chennai,Not now,0
+91-4795643793,estradajessica@example.net,819,51+,Married,1943581,Apartment,767957,Ahmedabad,Not now,1
+91-9321949089,padillagregory@example.com,482,26-35,Married,575976,Commercial,712682,Bangalore,Looking to move soon,1
+91-2545406888,christopherrichards@example.org,720,26-35,Married with Kids,1071297,Villa,703771,Noida,Not now,1
+91-9030787363,ernest99@example.com,323,18-25,Single,1536926,Commercial,2918303,Noida,Looking to move soon,1
+91-2163706482,daniel01@example.org,507,26-35,Married,558024,Plot,1598354,Jaipur,Looking to move soon,0
+91-8424481810,lvalenzuela@example.org,781,26-35,Married with Kids,825135,Villa,1715546,Bangalore,Just exploring,0
+91-2493175953,melissa65@example.org,497,26-35,Married with Kids,763114,Apartment,2306221,Hyderabad,Budget issue,0
+91-3052014028,colepamela@example.org,710,36-50,Married with Kids,1545018,Apartment,1536708,Ahmedabad,Just exploring,1
+91-8811731520,jacqueline69@example.net,526,51+,Single,1898016,Plot,916819,Ahmedabad,Urgent visit required,1
+91-6530806905,tcox@example.net,420,26-35,Married,834136,Commercial,2575464,Chennai,Interested in investment,0
+91-8908203906,stevenayers@example.net,593,36-50,Married,916640,Villa,1302517,Mumbai,Need loan info,1
+91-535257094,qbryant@example.com,346,36-50,Married,1854527,Apartment,1940977,Jaipur,Just exploring,0
+91-4087289769,rcollins@example.net,800,18-25,Married,1984756,Apartment,1364193,Mumbai,Call me ASAP,1
+91-1345848711,jennifercastro@example.org,403,26-35,Single,778485,Villa,1862427,Pune,Please send details,0
+91-3832959264,leezachary@example.org,651,26-35,Single,886197,Apartment,2866581,Pune,Not now,0
+91-935135960,richard82@example.org,375,36-50,Married with Kids,549810,Villa,1993685,Hyderabad,Finalizing options this week,0
+91-1244766240,sarah02@example.org,524,36-50,Married,1111557,Apartment,2213662,Delhi,Looking to move soon,1
+91-8251215764,zthompson@example.com,805,51+,Married,1320775,Plot,2293701,Hyderabad,Looking to move soon,1
+91-3580417125,yvettemoore@example.org,842,18-25,Married with Kids,638857,Plot,2758459,Jaipur,Immediate possession preferred,1
+91-1344903418,erik86@example.com,549,26-35,Single,1197062,Apartment,1277032,Pune,Urgent visit required,1
+91-3435293304,bwells@example.com,613,26-35,Single,1506447,Plot,1454345,Ahmedabad,Urgent visit required,1
+91-3318970075,denisewalters@example.net,494,26-35,Married with Kids,632452,Villa,2510618,Surat,Urgent visit required,1
+91-8159454599,tkent@example.org,641,36-50,Married with Kids,1398969,Apartment,2327514,Hyderabad,Call me ASAP,1
+91-6439043910,charlescole@example.com,681,26-35,Married,1164757,Commercial,2104965,Ahmedabad,Budget issue,0
+91-2955578324,allenjeffery@example.org,534,26-35,Single,844072,Commercial,2746302,Pune,Budget issue,0
+91-313715475,jlevy@example.com,518,26-35,Married,1090776,Commercial,2255214,Chennai,Not now,0
+91-7723548657,melvinwhite@example.com,354,18-25,Married with Kids,1244523,Apartment,2515645,Pune,Not now,0
+91-4572986848,brittneywashington@example.com,533,26-35,Married with Kids,505463,Villa,2991747,Chennai,Immediate possession preferred,0
+91-9594671534,holly38@example.net,806,26-35,Married,1749224,Plot,2083334,Mumbai,Finalizing options this week,1
+91-2367952685,rebeccawong@example.net,542,26-35,Married,821402,Apartment,1218075,Surat,Looking to move soon,1
+91-2691047513,bdunn@example.net,825,26-35,Married,984887,Apartment,835346,Surat,Please send details,1
+91-4386629373,hilldebra@example.org,648,18-25,Married,840040,Plot,2061223,Noida,Budget issue,0
+91-8220936391,christianmendez@example.com,639,26-35,Married,1382951,Plot,753603,Ahmedabad,Not now,0
+91-2485984001,hooverjessica@example.net,709,18-25,Married,1268212,Villa,2838258,Mumbai,Looking to move soon,1
+91-9393464375,curtislucas@example.com,497,51+,Married with Kids,1669945,Apartment,846774,Delhi,Immediate possession preferred,1
+91-7331976865,reedlisa@example.net,816,18-25,Single,824043,Apartment,2831897,Surat,Urgent visit required,1
+91-4309125723,ubrooks@example.net,702,51+,Single,514120,Plot,2410378,Hyderabad,Interested in investment,0
+91-9867829103,donna99@example.com,555,26-35,Married with Kids,802910,Commercial,2552541,Jaipur,Call me ASAP,1
+91-5783186815,twagner@example.com,418,26-35,Married,482347,Plot,2103518,Delhi,Looking to move soon,0
+91-303622921,cainrhonda@example.com,775,26-35,Married with Kids,269974,Villa,1146850,Jaipur,Interested in investment,0
+91-8903292474,andrea54@example.net,581,18-25,Married,951150,Apartment,1243074,Pune,Urgent visit required,1
+91-735791929,brandi51@example.org,512,26-35,Single,791650,Villa,897280,Chennai,Call me ASAP,1
+91-3541062012,newtoncheryl@example.com,479,36-50,Single,616800,Plot,2307825,Pune,Not now,0
+91-1263344317,sclark@example.com,497,36-50,Married with Kids,1292857,Commercial,524906,Bangalore,Call me ASAP,1
+91-427358720,vjimenez@example.org,393,36-50,Married with Kids,993553,Villa,2708489,Chennai,Please send details,0
+91-2888470238,wperez@example.com,715,18-25,Single,1285369,Commercial,2850752,Bangalore,Interested in investment,1
+91-7960730792,kingtravis@example.com,736,18-25,Single,756759,Commercial,969087,Hyderabad,Need loan info,1
+91-3889564372,johntaylor@example.net,714,18-25,Married with Kids,1092859,Commercial,1938189,Ahmedabad,Please send details,1
+91-7773207220,kaiserjames@example.net,727,26-35,Single,1286809,Commercial,2980920,Bangalore,Budget issue,0
+91-740835294,taylorchristopher@example.org,637,26-35,Married with Kids,1834018,Apartment,1629055,Chennai,Urgent visit required,1
+91-5283064973,emily52@example.org,378,18-25,Single,578593,Plot,2658763,Pune,Interested in investment,0
+91-4987450936,stacy63@example.com,460,51+,Married with Kids,530374,Commercial,1429480,Bangalore,Budget issue,0
+91-933972815,torresmaureen@example.org,585,26-35,Married,1094793,Villa,775959,Delhi,Budget issue,0
+91-4243533899,davieswilliam@example.org,443,36-50,Married,1747162,Apartment,2888396,Jaipur,Visit after 2 weeks,0
+91-4183251104,velasquezjessica@example.com,317,51+,Married with Kids,962641,Apartment,2684083,Surat,Need loan info,0
+91-9704117158,johnsonlisa@example.net,645,18-25,Single,1131652,Plot,842093,Hyderabad,Looking to move soon,1
+91-9000210408,sanchezrobert@example.net,594,26-35,Single,879726,Plot,1278608,Jaipur,Just exploring,0
+91-8383067670,byrdsamantha@example.org,797,36-50,Married,363196,Commercial,2520269,Bangalore,Budget issue,0
+91-8880799579,kevinmccarthy@example.org,676,36-50,Married,917673,Apartment,2808262,Pune,Budget issue,0
+91-2336347808,hwilliams@example.com,449,26-35,Married with Kids,1226851,Apartment,2403232,Mumbai,Just exploring,0
+91-8471887652,colemanandrea@example.net,777,18-25,Married,559785,Villa,2285414,Noida,Not now,0
+91-822744149,campbellcatherine@example.com,779,26-35,Single,300689,Apartment,600373,Surat,Interested in investment,0
+91-3668058089,elizabethestes@example.com,607,18-25,Married,1694678,Apartment,1710061,Hyderabad,Call me ASAP,1
+91-9396133931,elizabeth43@example.net,401,26-35,Married,1987023,Commercial,2482659,Delhi,Visit after 2 weeks,1
+91-5175138335,david06@example.com,628,36-50,Married,277572,Commercial,2708267,Noida,Just exploring,0
+91-4384348516,asmith@example.net,754,51+,Married,305150,Commercial,1814942,Chennai,Need loan info,0
+91-1255401544,davidrogers@example.com,710,36-50,Married with Kids,1737798,Apartment,2619189,Jaipur,Visit after 2 weeks,1
+91-1303357117,lekathleen@example.org,332,18-25,Married with Kids,1244046,Villa,2132928,Delhi,Interested in investment,0
+91-9139274678,candicehoward@example.net,621,26-35,Married,799251,Commercial,1776387,Pune,Just exploring,0
+91-1993950950,burnslaura@example.org,444,18-25,Married with Kids,1481245,Plot,2651957,Bangalore,Please send details,0
+91-6675734829,ehenry@example.net,767,26-35,Married,1804506,Plot,2140154,Bangalore,Finalizing options this week,1
+91-273021053,emarshall@example.org,724,26-35,Married with Kids,500003,Villa,641027,Pune,Need loan info,1
+91-3392310975,patelaudrey@example.net,523,26-35,Married,267544,Apartment,640596,Chennai,Finalizing options this week,0
+91-690359751,william30@example.com,593,51+,Married with Kids,586559,Plot,527673,Noida,Interested in investment,0
+91-1551539968,luis86@example.net,541,26-35,Married,262614,Apartment,872725,Mumbai,Please send details,0
+91-8952834998,oclayton@example.com,844,26-35,Married with Kids,1786337,Commercial,2122176,Hyderabad,Urgent visit required,1
+91-9077281156,jimenezterri@example.net,711,26-35,Single,1208922,Plot,1153932,Mumbai,Urgent visit required,1
+91-9928669099,wrightcynthia@example.org,808,26-35,Single,1795082,Villa,2909201,Chennai,Urgent visit required,1
+91-9960022005,christine91@example.net,591,26-35,Married,1721989,Apartment,2943918,Chennai,Visit after 2 weeks,0
+91-7033266943,dorothycortez@example.org,591,26-35,Single,1170610,Plot,2254141,Bangalore,Need loan info,0
+91-9902761988,katiesilva@example.com,354,18-25,Married,893403,Villa,1944753,Pune,Not now,0
+91-8938471998,johnathan63@example.net,385,36-50,Single,696142,Plot,2091775,Mumbai,Visit after 2 weeks,0
+91-1958877110,tiffanyrodgers@example.net,640,26-35,Single,580442,Plot,1510354,Jaipur,Looking to move soon,0
+91-1525209388,rhansen@example.org,598,18-25,Married,1082611,Apartment,588626,Pune,Looking to move soon,1
+91-8826887136,michael55@example.org,482,18-25,Married,1894078,Commercial,2666432,Delhi,Need loan info,1
+91-7188786122,justin07@example.net,712,18-25,Single,748421,Villa,2006354,Pune,Call me ASAP,1
+91-7204940447,gmcdonald@example.net,330,18-25,Married with Kids,1314910,Commercial,935530,Pune,Urgent visit required,1
+91-9297498013,theresalloyd@example.org,811,26-35,Married with Kids,605904,Commercial,773043,Pune,Not now,1
+91-3179423398,rchan@example.net,488,26-35,Married,1558950,Commercial,1567611,Ahmedabad,Please send details,1
+91-1190701597,troy11@example.org,682,26-35,Married with Kids,1236986,Villa,2261349,Pune,Budget issue,0
+91-5562176619,wattsmichael@example.com,560,36-50,Married with Kids,1972161,Villa,2257135,Hyderabad,Looking to move soon,1
+91-8347637054,benderandrew@example.net,719,36-50,Single,1529276,Commercial,757338,Delhi,Finalizing options this week,1
+91-8527963265,fortiz@example.net,597,51+,Married,1653131,Plot,1943388,Chennai,Interested in investment,1
+91-6092147052,eduardo62@example.com,307,18-25,Married,1814285,Villa,1705983,Delhi,Immediate possession preferred,1
+91-2137025897,anna67@example.org,451,36-50,Married with Kids,1422274,Villa,2935946,Pune,Budget issue,0
+91-9094465726,aowens@example.org,337,51+,Married with Kids,531654,Apartment,1706644,Jaipur,Just exploring,0
+91-1040187392,steven04@example.net,784,18-25,Married with Kids,798071,Plot,1070402,Bangalore,Interested in investment,1
+91-1261679603,forddennis@example.com,655,18-25,Married with Kids,1461397,Plot,1636895,Hyderabad,Budget issue,0
+91-7127098897,qsandoval@example.net,450,26-35,Single,1124734,Commercial,1007244,Bangalore,Just exploring,0
+91-2917642206,daniellebrown@example.org,421,26-35,Single,810839,Villa,1890891,Bangalore,Looking to move soon,1
+91-6287993057,joseskinner@example.org,508,36-50,Married with Kids,1671580,Apartment,2080341,Ahmedabad,Need loan info,1
+91-5513148025,campbellalison@example.org,453,18-25,Married with Kids,1862141,Villa,2374939,Hyderabad,Urgent visit required,1
+91-2920951966,davisronald@example.com,791,26-35,Married with Kids,651857,Plot,2003901,Noida,Visit after 2 weeks,1
+91-1052529044,christopherbaker@example.com,517,26-35,Single,1153036,Villa,1521162,Hyderabad,Urgent visit required,1
+91-7255658983,collin12@example.com,493,26-35,Married,1965460,Plot,2405791,Jaipur,Call me ASAP,1
+91-7803438370,smithjoseph@example.com,794,26-35,Married,548922,Commercial,1757782,Mumbai,Not now,0
+91-1163127942,michaeljames@example.net,701,51+,Married,826618,Commercial,1893724,Mumbai,Interested in investment,1
+91-6309290401,comptonlaura@example.net,670,26-35,Married with Kids,1187091,Commercial,741403,Bangalore,Looking to move soon,1
+91-1419932110,ftaylor@example.net,781,51+,Single,395349,Plot,891209,Ahmedabad,Please send details,0
+91-2885161069,davidunderwood@example.com,660,26-35,Single,1313863,Commercial,536838,Mumbai,Call me ASAP,1
+91-9059034016,wilsonmary@example.org,848,36-50,Married with Kids,1675520,Plot,2471544,Surat,Call me ASAP,1
+91-2749112850,graytracy@example.org,821,36-50,Married with Kids,1243443,Apartment,1549212,Mumbai,Please send details,1
+91-7460381193,brianjohnson@example.org,434,26-35,Single,997342,Commercial,1846557,Jaipur,Just exploring,0
+91-758217278,joseph67@example.net,761,26-35,Married with Kids,1365187,Commercial,2068385,Mumbai,Finalizing options this week,1
+91-9639384138,lisa84@example.net,747,18-25,Single,1904347,Apartment,2404564,Chennai,Interested in investment,1
+91-4879465849,awilson@example.org,511,51+,Married with Kids,1488010,Apartment,1548719,Noida,Please send details,1
+91-9932842425,joseph26@example.net,585,18-25,Married,1504378,Villa,2803103,Noida,Looking to move soon,1
+91-8956171306,melissa55@example.org,525,18-25,Married,611606,Apartment,2588036,Surat,Please send details,0
+91-8065491032,richardmartinez@example.net,450,36-50,Single,1943860,Apartment,2273959,Ahmedabad,Not now,0
+91-6978746475,fergusonjoseph@example.net,505,36-50,Single,1835197,Apartment,1419260,Delhi,Just exploring,0
+91-134859601,dennisreed@example.com,636,26-35,Married with Kids,1486101,Villa,877338,Bangalore,Not now,0
+91-2547610857,william35@example.net,589,26-35,Married,628175,Villa,1248570,Bangalore,Please send details,0
+91-9326069791,rogerssara@example.com,356,36-50,Married,981353,Plot,1237856,Mumbai,Budget issue,0
+91-1357863613,gmoran@example.org,527,51+,Married,942991,Plot,1354756,Mumbai,Call me ASAP,1
+91-5204721152,kristina42@example.com,613,36-50,Single,1024105,Plot,1891879,Ahmedabad,Call me ASAP,1
+91-5071643873,evasquez@example.com,533,36-50,Single,380994,Commercial,2840780,Ahmedabad,Call me ASAP,0
